match_time,home_team,away_team,site,market,outcome,odds
2025-06-18 23:11:00+00:00,Cincinnati Reds,Minnesota Twins,BetRivers,spreads,Minnesota Twins,1.49
2025-06-18 23:16:00+00:00,Atlanta Braves,New York Mets,FanDuel,h2h,Atlanta Braves,1.5
2025-06-18 23:16:00+00:00,Atlanta Braves,New York Mets,FanDuel,h2h,New York Mets,2.68
2025-06-18 23:16:00+00:00,Atlanta Braves,New York Mets,FanDuel,spreads,Atlanta Braves,2.05
2025-06-18 23:16:00+00:00,Atlanta Braves,New York Mets,FanDuel,spreads,New York Mets,1.79
2025-06-18 23:16:00+00:00,Atlanta Braves,New York Mets,BetOnline.ag,h2h,Atlanta Braves,1.5
2025-06-18 23:16:00+00:00,Atlanta Braves,New York Mets,BetOnline.ag,h2h,New York Mets,2.8
2025-06-18 23:16:00+00:00,Atlanta Braves,New York Mets,BetOnline.ag,spreads,Atlanta Braves,2.0
2025-06-18 23:16:00+00:00,Atlanta Braves,New York Mets,BetOnline.ag,spreads,New York Mets,1.83
2025-06-18 23:16:00+00:00,Atlanta Braves,New York Mets,LowVig.ag,h2h,Atlanta Braves,1.5
2025-06-18 23:16:00+00:00,Atlanta Braves,New York Mets,LowVig.ag,h2h,New York Mets,2.8
2025-06-18 23:16:00+00:00,Atlanta Braves,New York Mets,LowVig.ag,spreads,Atlanta Braves,2.03
2025-06-18 23:16:00+00:00,Atlanta Braves,New York Mets,LowVig.ag,spreads,New York Mets,1.85
2025-06-18 23:16:00+00:00,Atlanta Braves,New York Mets,DraftKings,h2h,Atlanta Braves,1.47
2025-06-18 23:16:00+00:00,Atlanta Braves,New York Mets,DraftKings,h2h,New York Mets,2.71
2025-06-18 23:16:00+00:00,Atlanta Braves,New York Mets,DraftKings,spreads,Atlanta Braves,2.09
2025-06-18 23:16:00+00:00,Atlanta Braves,New York Mets,DraftKings,spreads,New York Mets,1.76
2025-06-18 23:16:00+00:00,Atlanta Braves,New York Mets,BetMGM,h2h,Atlanta Braves,1.5
2025-06-18 23:16:00+00:00,Atlanta Braves,New York Mets,BetMGM,h2h,New York Mets,2.65
2025-06-18 23:16:00+00:00,Atlanta Braves,New York Mets,BetMGM,spreads,Atlanta Braves,2.05
2025-06-18 23:16:00+00:00,Atlanta Braves,New York Mets,BetMGM,spreads,New York Mets,1.8
2025-06-18 23:16:00+00:00,Atlanta Braves,New York Mets,Bovada,h2h,Atlanta Braves,1.48
2025-06-18 23:16:00+00:00,Atlanta Braves,New York Mets,Bovada,h2h,New York Mets,2.7
2025-06-18 23:16:00+00:00,Atlanta Braves,New York Mets,Bovada,spreads,Atlanta Braves,2.05
2025-06-18 23:16:00+00:00,Atlanta Braves,New York Mets,Bovada,spreads,New York Mets,1.8
2025-06-18 23:16:00+00:00,Atlanta Braves,New York Mets,BetUS,h2h,Atlanta Braves,1.49
2025-06-18 23:16:00+00:00,Atlanta Braves,New York Mets,BetUS,h2h,New York Mets,2.78
2025-06-18 23:16:00+00:00,Atlanta Braves,New York Mets,BetUS,spreads,Atlanta Braves,2.0
2025-06-18 23:16:00+00:00,Atlanta Braves,New York Mets,BetUS,spreads,New York Mets,1.83
2025-06-18 23:16:00+00:00,Atlanta Braves,New York Mets,BetRivers,h2h,Atlanta Braves,1.51
2025-06-18 23:16:00+00:00,Atlanta Braves,New York Mets,BetRivers,h2h,New York Mets,2.6
2025-06-18 23:16:00+00:00,Atlanta Braves,New York Mets,BetRivers,spreads,Atlanta Braves,2.08
2025-06-18 23:16:00+00:00,Atlanta Braves,New York Mets,BetRivers,spreads,New York Mets,1.74
2025-06-18 23:36:00+00:00,Tampa Bay Rays,Baltimore Orioles,FanDuel,h2h,Baltimore Orioles,2.0
2025-06-18 23:36:00+00:00,Tampa Bay Rays,Baltimore Orioles,FanDuel,h2h,Tampa Bay Rays,1.85
2025-06-18 23:36:00+00:00,Tampa Bay Rays,Baltimore Orioles,FanDuel,spreads,Baltimore Orioles,2.6
2025-06-18 23:36:00+00:00,Tampa Bay Rays,Baltimore Orioles,FanDuel,spreads,Tampa Bay Rays,1.52
2025-06-18 23:36:00+00:00,Tampa Bay Rays,Baltimore Orioles,BetOnline.ag,h2h,Baltimore Orioles,2.02
2025-06-18 23:36:00+00:00,Tampa Bay Rays,Baltimore Orioles,BetOnline.ag,h2h,Tampa Bay Rays,1.89
2025-06-18 23:36:00+00:00,Tampa Bay Rays,Baltimore Orioles,BetOnline.ag,spreads,Baltimore Orioles,1.51
2025-06-18 23:36:00+00:00,Tampa Bay Rays,Baltimore Orioles,BetOnline.ag,spreads,Tampa Bay Rays,2.7
2025-06-18 23:36:00+00:00,Tampa Bay Rays,Baltimore Orioles,LowVig.ag,h2h,Baltimore Orioles,2.02
2025-06-18 23:36:00+00:00,Tampa Bay Rays,Baltimore Orioles,LowVig.ag,h2h,Tampa Bay Rays,1.89
2025-06-18 23:36:00+00:00,Tampa Bay Rays,Baltimore Orioles,LowVig.ag,spreads,Baltimore Orioles,1.51
2025-06-18 23:36:00+00:00,Tampa Bay Rays,Baltimore Orioles,LowVig.ag,spreads,Tampa Bay Rays,2.71
2025-06-18 23:36:00+00:00,Tampa Bay Rays,Baltimore Orioles,BetMGM,h2h,Baltimore Orioles,1.95
2025-06-18 23:36:00+00:00,Tampa Bay Rays,Baltimore Orioles,BetMGM,h2h,Tampa Bay Rays,1.87
2025-06-18 23:36:00+00:00,Tampa Bay Rays,Baltimore Orioles,BetMGM,spreads,Baltimore Orioles,2.55
2025-06-18 23:36:00+00:00,Tampa Bay Rays,Baltimore Orioles,BetMGM,spreads,Tampa Bay Rays,1.53
2025-06-18 23:36:00+00:00,Tampa Bay Rays,Baltimore Orioles,BetUS,h2h,Baltimore Orioles,2.02
2025-06-18 23:36:00+00:00,Tampa Bay Rays,Baltimore Orioles,BetUS,h2h,Tampa Bay Rays,1.89
2025-06-18 23:36:00+00:00,Tampa Bay Rays,Baltimore Orioles,BetUS,spreads,Baltimore Orioles,1.51
2025-06-18 23:36:00+00:00,Tampa Bay Rays,Baltimore Orioles,BetUS,spreads,Tampa Bay Rays,2.68
2025-06-18 23:36:00+00:00,Tampa Bay Rays,Baltimore Orioles,DraftKings,h2h,Baltimore Orioles,1.97
2025-06-18 23:36:00+00:00,Tampa Bay Rays,Baltimore Orioles,DraftKings,h2h,Tampa Bay Rays,1.84
2025-06-18 23:36:00+00:00,Tampa Bay Rays,Baltimore Orioles,DraftKings,spreads,Baltimore Orioles,2.6
2025-06-18 23:36:00+00:00,Tampa Bay Rays,Baltimore Orioles,DraftKings,spreads,Tampa Bay Rays,1.51
2025-06-18 23:36:00+00:00,Tampa Bay Rays,Baltimore Orioles,BetRivers,h2h,Baltimore Orioles,1.93
2025-06-18 23:36:00+00:00,Tampa Bay Rays,Baltimore Orioles,BetRivers,h2h,Tampa Bay Rays,1.85
2025-06-18 23:36:00+00:00,Tampa Bay Rays,Baltimore Orioles,BetRivers,spreads,Baltimore Orioles,2.55
2025-06-18 23:36:00+00:00,Tampa Bay Rays,Baltimore Orioles,BetRivers,spreads,Tampa Bay Rays,1.49
2025-06-18 23:36:00+00:00,Tampa Bay Rays,Baltimore Orioles,Bovada,h2h,Baltimore Orioles,2.0
2025-06-18 23:36:00+00:00,Tampa Bay Rays,Baltimore Orioles,Bovada,h2h,Tampa Bay Rays,1.83
2025-06-18 23:36:00+00:00,Tampa Bay Rays,Baltimore Orioles,Bovada,spreads,Baltimore Orioles,1.51
2025-06-18 23:36:00+00:00,Tampa Bay Rays,Baltimore Orioles,Bovada,spreads,Tampa Bay Rays,2.65
2025-06-18 23:41:00+00:00,Chicago White Sox,St. Louis Cardinals,FanDuel,h2h,Chicago White Sox,2.48
2025-06-18 23:41:00+00:00,Chicago White Sox,St. Louis Cardinals,FanDuel,h2h,St. Louis Cardinals,1.57
2025-06-18 23:41:00+00:00,Chicago White Sox,St. Louis Cardinals,FanDuel,spreads,Chicago White Sox,1.9
2025-06-18 23:41:00+00:00,Chicago White Sox,St. Louis Cardinals,FanDuel,spreads,St. Louis Cardinals,1.93
2025-06-18 23:41:00+00:00,Chicago White Sox,St. Louis Cardinals,LowVig.ag,h2h,Chicago White Sox,2.48
2025-06-18 23:41:00+00:00,Chicago White Sox,St. Louis Cardinals,LowVig.ag,h2h,St. Louis Cardinals,1.61
2025-06-18 23:41:00+00:00,Chicago White Sox,St. Louis Cardinals,LowVig.ag,spreads,Chicago White Sox,1.92
2025-06-18 23:41:00+00:00,Chicago White Sox,St. Louis Cardinals,LowVig.ag,spreads,St. Louis Cardinals,1.95
2025-06-18 23:41:00+00:00,Chicago White Sox,St. Louis Cardinals,BetOnline.ag,h2h,Chicago White Sox,2.48
2025-06-18 23:41:00+00:00,Chicago White Sox,St. Louis Cardinals,BetOnline.ag,h2h,St. Louis Cardinals,1.61
2025-06-18 23:41:00+00:00,Chicago White Sox,St. Louis Cardinals,BetOnline.ag,spreads,Chicago White Sox,1.89
2025-06-18 23:41:00+00:00,Chicago White Sox,St. Louis Cardinals,BetOnline.ag,spreads,St. Louis Cardinals,1.93
2025-06-18 23:41:00+00:00,Chicago White Sox,St. Louis Cardinals,DraftKings,h2h,Chicago White Sox,2.47
2025-06-18 23:41:00+00:00,Chicago White Sox,St. Louis Cardinals,DraftKings,h2h,St. Louis Cardinals,1.56
2025-06-18 23:41:00+00:00,Chicago White Sox,St. Louis Cardinals,DraftKings,spreads,Chicago White Sox,1.95
2025-06-18 23:41:00+00:00,Chicago White Sox,St. Louis Cardinals,DraftKings,spreads,St. Louis Cardinals,1.86
2025-06-18 23:41:00+00:00,Chicago White Sox,St. Louis Cardinals,BetMGM,h2h,Chicago White Sox,2.45
2025-06-18 23:41:00+00:00,Chicago White Sox,St. Louis Cardinals,BetMGM,h2h,St. Louis Cardinals,1.57
2025-06-18 23:41:00+00:00,Chicago White Sox,St. Louis Cardinals,BetMGM,spreads,Chicago White Sox,1.91
2025-06-18 23:41:00+00:00,Chicago White Sox,St. Louis Cardinals,BetMGM,spreads,St. Louis Cardinals,1.91
2025-06-18 23:41:00+00:00,Chicago White Sox,St. Louis Cardinals,BetUS,h2h,Chicago White Sox,2.5
2025-06-18 23:41:00+00:00,Chicago White Sox,St. Louis Cardinals,BetUS,h2h,St. Louis Cardinals,1.59
2025-06-18 23:41:00+00:00,Chicago White Sox,St. Louis Cardinals,BetUS,spreads,Chicago White Sox,1.91
2025-06-18 23:41:00+00:00,Chicago White Sox,St. Louis Cardinals,BetUS,spreads,St. Louis Cardinals,1.91
2025-06-18 23:41:00+00:00,Chicago White Sox,St. Louis Cardinals,Bovada,h2h,Chicago White Sox,2.42
2025-06-18 23:41:00+00:00,Chicago White Sox,St. Louis Cardinals,Bovada,h2h,St. Louis Cardinals,1.58
2025-06-18 23:41:00+00:00,Chicago White Sox,St. Louis Cardinals,Bovada,spreads,Chicago White Sox,1.91
2025-06-18 23:41:00+00:00,Chicago White Sox,St. Louis Cardinals,Bovada,spreads,St. Louis Cardinals,1.91
2025-06-18 23:41:00+00:00,Chicago White Sox,St. Louis Cardinals,BetRivers,h2h,Chicago White Sox,2.55
2025-06-18 23:41:00+00:00,Chicago White Sox,St. Louis Cardinals,BetRivers,h2h,St. Louis Cardinals,1.51
2025-06-18 23:41:00+00:00,Chicago White Sox,St. Louis Cardinals,BetRivers,spreads,Chicago White Sox,1.94
2025-06-18 23:41:00+00:00,Chicago White Sox,St. Louis Cardinals,BetRivers,spreads,St. Louis Cardinals,1.85
2025-06-19 00:06:00+00:00,Chicago Cubs,Milwaukee Brewers,FanDuel,h2h,Chicago Cubs,1.65
2025-06-19 00:06:00+00:00,Chicago Cubs,Milwaukee Brewers,FanDuel,h2h,Milwaukee Brewers,2.3
2025-06-19 00:06:00+00:00,Chicago Cubs,Milwaukee Brewers,FanDuel,spreads,Chicago Cubs,2.36
2025-06-19 00:06:00+00:00,Chicago Cubs,Milwaukee Brewers,FanDuel,spreads,Milwaukee Brewers,1.61
2025-06-19 00:06:00+00:00,Chicago Cubs,Milwaukee Brewers,LowVig.ag,h2h,Chicago Cubs,1.69
2025-06-19 00:06:00+00:00,Chicago Cubs,Milwaukee Brewers,LowVig.ag,h2h,Milwaukee Brewers,2.31
2025-06-19 00:06:00+00:00,Chicago Cubs,Milwaukee Brewers,LowVig.ag,spreads,Chicago Cubs,2.46
2025-06-19 00:06:00+00:00,Chicago Cubs,Milwaukee Brewers,LowVig.ag,spreads,Milwaukee Brewers,1.61
2025-06-19 00:06:00+00:00,Chicago Cubs,Milwaukee Brewers,BetOnline.ag,h2h,Chicago Cubs,1.69
2025-06-19 00:06:00+00:00,Chicago Cubs,Milwaukee Brewers,BetOnline.ag,h2h,Milwaukee Brewers,2.31
2025-06-19 00:06:00+00:00,Chicago Cubs,Milwaukee Brewers,BetOnline.ag,spreads,Chicago Cubs,2.45
2025-06-19 00:06:00+00:00,Chicago Cubs,Milwaukee Brewers,BetOnline.ag,spreads,Milwaukee Brewers,1.61
2025-06-19 00:06:00+00:00,Chicago Cubs,Milwaukee Brewers,DraftKings,h2h,Chicago Cubs,1.64
2025-06-19 00:06:00+00:00,Chicago Cubs,Milwaukee Brewers,DraftKings,h2h,Milwaukee Brewers,2.29
2025-06-19 00:06:00+00:00,Chicago Cubs,Milwaukee Brewers,DraftKings,spreads,Chicago Cubs,2.38
2025-06-19 00:06:00+00:00,Chicago Cubs,Milwaukee Brewers,DraftKings,spreads,Milwaukee Brewers,1.59
2025-06-19 00:06:00+00:00,Chicago Cubs,Milwaukee Brewers,BetMGM,h2h,Chicago Cubs,1.67
2025-06-19 00:06:00+00:00,Chicago Cubs,Milwaukee Brewers,BetMGM,h2h,Milwaukee Brewers,2.25
2025-06-19 00:06:00+00:00,Chicago Cubs,Milwaukee Brewers,BetMGM,spreads,Chicago Cubs,2.4
2025-06-19 00:06:00+00:00,Chicago Cubs,Milwaukee Brewers,BetMGM,spreads,Milwaukee Brewers,1.61
2025-06-19 00:06:00+00:00,Chicago Cubs,Milwaukee Brewers,Bovada,h2h,Chicago Cubs,1.64
2025-06-19 00:06:00+00:00,Chicago Cubs,Milwaukee Brewers,Bovada,h2h,Milwaukee Brewers,2.31
2025-06-19 00:06:00+00:00,Chicago Cubs,Milwaukee Brewers,Bovada,spreads,Chicago Cubs,2.4
2025-06-19 00:06:00+00:00,Chicago Cubs,Milwaukee Brewers,Bovada,spreads,Milwaukee Brewers,1.61
2025-06-19 00:06:00+00:00,Chicago Cubs,Milwaukee Brewers,BetUS,h2h,Chicago Cubs,1.68
2025-06-19 00:06:00+00:00,Chicago Cubs,Milwaukee Brewers,BetUS,h2h,Milwaukee Brewers,2.32
2025-06-19 00:06:00+00:00,Chicago Cubs,Milwaukee Brewers,BetRivers,h2h,Chicago Cubs,1.64
2025-06-19 00:06:00+00:00,Chicago Cubs,Milwaukee Brewers,BetRivers,h2h,Milwaukee Brewers,2.3
2025-06-19 00:06:00+00:00,Chicago Cubs,Milwaukee Brewers,BetRivers,spreads,Chicago Cubs,2.4
2025-06-19 00:06:00+00:00,Chicago Cubs,Milwaukee Brewers,BetRivers,spreads,Milwaukee Brewers,1.56
2025-06-19 00:06:00+00:00,Texas Rangers,Kansas City Royals,FanDuel,h2h,Kansas City Royals,1.75
2025-06-19 00:06:00+00:00,Texas Rangers,Kansas City Royals,FanDuel,h2h,Texas Rangers,2.14
2025-06-19 00:06:00+00:00,Texas Rangers,Kansas City Royals,FanDuel,spreads,Kansas City Royals,2.26
2025-06-19 00:06:00+00:00,Texas Rangers,Kansas City Royals,FanDuel,spreads,Texas Rangers,1.67
2025-06-19 00:06:00+00:00,Texas Rangers,Kansas City Royals,BetOnline.ag,h2h,Kansas City Royals,1.75
2025-06-19 00:06:00+00:00,Texas Rangers,Kansas City Royals,BetOnline.ag,h2h,Texas Rangers,2.21
2025-06-19 00:06:00+00:00,Texas Rangers,Kansas City Royals,BetOnline.ag,spreads,Kansas City Royals,2.22
2025-06-19 00:06:00+00:00,Texas Rangers,Kansas City Royals,BetOnline.ag,spreads,Texas Rangers,1.7
2025-06-19 00:06:00+00:00,Texas Rangers,Kansas City Royals,LowVig.ag,h2h,Kansas City Royals,1.75
2025-06-19 00:06:00+00:00,Texas Rangers,Kansas City Royals,LowVig.ag,h2h,Texas Rangers,2.21
2025-06-19 00:06:00+00:00,Texas Rangers,Kansas City Royals,LowVig.ag,spreads,Kansas City Royals,2.24
2025-06-19 00:06:00+00:00,Texas Rangers,Kansas City Royals,LowVig.ag,spreads,Texas Rangers,1.71
2025-06-19 00:06:00+00:00,Texas Rangers,Kansas City Royals,BetMGM,h2h,Kansas City Royals,1.74
2025-06-19 00:06:00+00:00,Texas Rangers,Kansas City Royals,BetMGM,h2h,Texas Rangers,2.15
2025-06-19 00:06:00+00:00,Texas Rangers,Kansas City Royals,BetMGM,spreads,Kansas City Royals,2.3
2025-06-19 00:06:00+00:00,Texas Rangers,Kansas City Royals,BetMGM,spreads,Texas Rangers,1.65
2025-06-19 00:06:00+00:00,Texas Rangers,Kansas City Royals,BetUS,h2h,Kansas City Royals,1.79
2025-06-19 00:06:00+00:00,Texas Rangers,Kansas City Royals,BetUS,h2h,Texas Rangers,2.16
2025-06-19 00:06:00+00:00,Texas Rangers,Kansas City Royals,BetUS,spreads,Kansas City Royals,2.25
2025-06-19 00:06:00+00:00,Texas Rangers,Kansas City Royals,BetUS,spreads,Texas Rangers,1.69
2025-06-19 00:06:00+00:00,Texas Rangers,Kansas City Royals,Bovada,h2h,Kansas City Royals,1.74
2025-06-19 00:06:00+00:00,Texas Rangers,Kansas City Royals,Bovada,h2h,Texas Rangers,2.14
2025-06-19 00:06:00+00:00,Texas Rangers,Kansas City Royals,Bovada,spreads,Kansas City Royals,2.25
2025-06-19 00:06:00+00:00,Texas Rangers,Kansas City Royals,Bovada,spreads,Texas Rangers,1.69
2025-06-19 00:06:00+00:00,Texas Rangers,Kansas City Royals,DraftKings,h2h,Kansas City Royals,1.76
2025-06-19 00:06:00+00:00,Texas Rangers,Kansas City Royals,DraftKings,h2h,Texas Rangers,2.08
2025-06-19 00:06:00+00:00,Texas Rangers,Kansas City Royals,DraftKings,spreads,Kansas City Royals,2.28
2025-06-19 00:06:00+00:00,Texas Rangers,Kansas City Royals,DraftKings,spreads,Texas Rangers,1.64
2025-06-19 00:06:00+00:00,Texas Rangers,Kansas City Royals,BetRivers,h2h,Kansas City Royals,1.73
2025-06-19 00:06:00+00:00,Texas Rangers,Kansas City Royals,BetRivers,h2h,Texas Rangers,2.12
2025-06-19 00:06:00+00:00,Texas Rangers,Kansas City Royals,BetRivers,spreads,Kansas City Royals,2.28
2025-06-19 00:06:00+00:00,Texas Rangers,Kansas City Royals,BetRivers,spreads,Texas Rangers,1.63
2025-06-19 01:46:00+00:00,San Francisco Giants,Cleveland Guardians,FanDuel,h2h,Cleveland Guardians,2.16
2025-06-19 01:46:00+00:00,San Francisco Giants,Cleveland Guardians,FanDuel,h2h,San Francisco Giants,1.74
2025-06-19 01:46:00+00:00,San Francisco Giants,Cleveland Guardians,FanDuel,spreads,Cleveland Guardians,1.52
2025-06-19 01:46:00+00:00,San Francisco Giants,Cleveland Guardians,FanDuel,spreads,San Francisco Giants,2.58
2025-06-19 01:46:00+00:00,San Francisco Giants,Cleveland Guardians,LowVig.ag,h2h,Cleveland Guardians,2.2
2025-06-19 01:46:00+00:00,San Francisco Giants,Cleveland Guardians,LowVig.ag,h2h,San Francisco Giants,1.76
2025-06-19 01:46:00+00:00,San Francisco Giants,Cleveland Guardians,LowVig.ag,spreads,Cleveland Guardians,1.55
2025-06-19 01:46:00+00:00,San Francisco Giants,Cleveland Guardians,LowVig.ag,spreads,San Francisco Giants,2.6
2025-06-19 01:46:00+00:00,San Francisco Giants,Cleveland Guardians,BetOnline.ag,h2h,Cleveland Guardians,2.2
2025-06-19 01:46:00+00:00,San Francisco Giants,Cleveland Guardians,BetOnline.ag,h2h,San Francisco Giants,1.76
2025-06-19 01:46:00+00:00,San Francisco Giants,Cleveland Guardians,BetOnline.ag,spreads,Cleveland Guardians,1.55
2025-06-19 01:46:00+00:00,San Francisco Giants,Cleveland Guardians,BetOnline.ag,spreads,San Francisco Giants,2.59
2025-06-19 01:46:00+00:00,San Francisco Giants,Cleveland Guardians,DraftKings,h2h,Cleveland Guardians,2.13
2025-06-19 01:46:00+00:00,San Francisco Giants,Cleveland Guardians,DraftKings,h2h,San Francisco Giants,1.73
2025-06-19 01:46:00+00:00,San Francisco Giants,Cleveland Guardians,DraftKings,spreads,Cleveland Guardians,1.53
2025-06-19 01:46:00+00:00,San Francisco Giants,Cleveland Guardians,DraftKings,spreads,San Francisco Giants,2.52
2025-06-19 01:46:00+00:00,San Francisco Giants,Cleveland Guardians,BetMGM,h2h,Cleveland Guardians,2.15
2025-06-19 01:46:00+00:00,San Francisco Giants,Cleveland Guardians,BetMGM,h2h,San Francisco Giants,1.74
2025-06-19 01:46:00+00:00,San Francisco Giants,Cleveland Guardians,BetMGM,spreads,Cleveland Guardians,1.53
2025-06-19 01:46:00+00:00,San Francisco Giants,Cleveland Guardians,BetMGM,spreads,San Francisco Giants,2.55
2025-06-19 01:46:00+00:00,San Francisco Giants,Cleveland Guardians,Bovada,h2h,Cleveland Guardians,2.12
2025-06-19 01:46:00+00:00,San Francisco Giants,Cleveland Guardians,Bovada,h2h,San Francisco Giants,1.75
2025-06-19 01:46:00+00:00,San Francisco Giants,Cleveland Guardians,Bovada,spreads,Cleveland Guardians,1.54
2025-06-19 01:46:00+00:00,San Francisco Giants,Cleveland Guardians,Bovada,spreads,San Francisco Giants,2.6
