match_time,home_team,away_team,site,market,outcome,odds
2025-06-19 01:46:00+00:00,San Francisco Giants,Cleveland Guardians,BetRivers,h2h,Cleveland Guardians,2.12
2025-06-19 01:46:00+00:00,San Francisco Giants,Cleveland Guardians,BetRivers,h2h,San Francisco Giants,1.75
2025-06-19 01:46:00+00:00,San Francisco Giants,Cleveland Guardians,BetRivers,spreads,Cleveland Guardians,1.5
2025-06-19 01:46:00+00:00,San Francisco Giants,Cleveland Guardians,BetRivers,spreads,San Francisco Giants,2.55
2025-06-19 01:46:00+00:00,San Francisco Giants,Cleveland Guardians,BetUS,h2h,Cleveland Guardians,2.18
2025-06-19 01:46:00+00:00,San Francisco Giants,Cleveland Guardians,BetUS,h2h,San Francisco Giants,1.77
2025-06-19 01:46:00+00:00,San Francisco Giants,Cleveland Guardians,BetUS,spreads,Cleveland Guardians,1.56
2025-06-19 01:46:00+00:00,San Francisco Giants,Cleveland Guardians,BetUS,spreads,San Francisco Giants,2.56
2025-06-19 02:06:00+00:00,Oakland Athletics,Houston Astros,FanDuel,h2h,Houston Astros,1.61
2025-06-19 02:06:00+00:00,Oakland Athletics,Houston Astros,FanDuel,h2h,Oakland Athletics,2.38
2025-06-19 02:06:00+00:00,Oakland Athletics,Houston Astros,FanDuel,spreads,Houston Astros,1.96
2025-06-19 02:06:00+00:00,Oakland Athletics,Houston Astros,FanDuel,spreads,Oakland Athletics,1.87
2025-06-19 02:06:00+00:00,Oakland Athletics,Houston Astros,LowVig.ag,h2h,Houston Astros,1.61
2025-06-19 02:06:00+00:00,Oakland Athletics,Houston Astros,LowVig.ag,h2h,Oakland Athletics,2.47
2025-06-19 02:06:00+00:00,Oakland Athletics,Houston Astros,LowVig.ag,spreads,Houston Astros,1.95
2025-06-19 02:06:00+00:00,Oakland Athletics,Houston Astros,LowVig.ag,spreads,Oakland Athletics,1.92
2025-06-19 02:06:00+00:00,Oakland Athletics,Houston Astros,BetOnline.ag,h2h,Houston Astros,1.61
2025-06-19 02:06:00+00:00,Oakland Athletics,Houston Astros,BetOnline.ag,h2h,Oakland Athletics,2.47
2025-06-19 02:06:00+00:00,Oakland Athletics,Houston Astros,BetOnline.ag,spreads,Houston Astros,1.93
2025-06-19 02:06:00+00:00,Oakland Athletics,Houston Astros,BetOnline.ag,spreads,Oakland Athletics,1.89
2025-06-19 02:06:00+00:00,Oakland Athletics,Houston Astros,DraftKings,h2h,Houston Astros,1.6
2025-06-19 02:06:00+00:00,Oakland Athletics,Houston Astros,DraftKings,h2h,Oakland Athletics,2.38
2025-06-19 02:06:00+00:00,Oakland Athletics,Houston Astros,DraftKings,spreads,Houston Astros,1.94
2025-06-19 02:06:00+00:00,Oakland Athletics,Houston Astros,DraftKings,spreads,Oakland Athletics,1.87
2025-06-19 02:06:00+00:00,Oakland Athletics,Houston Astros,BetMGM,h2h,Houston Astros,1.61
2025-06-19 02:06:00+00:00,Oakland Athletics,Houston Astros,BetMGM,h2h,Oakland Athletics,2.4
2025-06-19 02:06:00+00:00,Oakland Athletics,Houston Astros,BetMGM,spreads,Houston Astros,1.95
2025-06-19 02:06:00+00:00,Oakland Athletics,Houston Astros,BetMGM,spreads,Oakland Athletics,1.87
2025-06-19 02:06:00+00:00,Oakland Athletics,Houston Astros,Bovada,h2h,Houston Astros,1.62
2025-06-19 02:06:00+00:00,Oakland Athletics,Houston Astros,Bovada,h2h,Oakland Athletics,2.35
2025-06-19 02:06:00+00:00,Oakland Athletics,Houston Astros,Bovada,spreads,Houston Astros,1.95
2025-06-19 02:06:00+00:00,Oakland Athletics,Houston Astros,Bovada,spreads,Oakland Athletics,1.87
2025-06-19 02:06:00+00:00,Oakland Athletics,Houston Astros,BetRivers,h2h,Houston Astros,1.62
2025-06-19 02:06:00+00:00,Oakland Athletics,Houston Astros,BetRivers,h2h,Oakland Athletics,2.33
2025-06-19 02:06:00+00:00,Oakland Athletics,Houston Astros,BetRivers,spreads,Houston Astros,1.96
2025-06-19 02:06:00+00:00,Oakland Athletics,Houston Astros,BetRivers,spreads,Oakland Athletics,1.83
2025-06-19 02:06:00+00:00,Oakland Athletics,Houston Astros,BetUS,h2h,Houston Astros,1.62
2025-06-19 02:06:00+00:00,Oakland Athletics,Houston Astros,BetUS,h2h,Oakland Athletics,2.42
2025-06-19 02:06:00+00:00,Oakland Athletics,Houston Astros,BetUS,spreads,Houston Astros,1.91
2025-06-19 02:06:00+00:00,Oakland Athletics,Houston Astros,BetUS,spreads,Oakland Athletics,1.91
2025-06-19 02:11:00+00:00,Los Angeles Dodgers,San Diego Padres,FanDuel,h2h,Los Angeles Dodgers,1.51
2025-06-19 02:11:00+00:00,Los Angeles Dodgers,San Diego Padres,FanDuel,h2h,San Diego Padres,2.66
2025-06-19 02:11:00+00:00,Los Angeles Dodgers,San Diego Padres,FanDuel,spreads,Los Angeles Dodgers,2.0
2025-06-19 02:11:00+00:00,Los Angeles Dodgers,San Diego Padres,FanDuel,spreads,San Diego Padres,1.83
2025-06-19 02:11:00+00:00,Los Angeles Dodgers,San Diego Padres,LowVig.ag,h2h,Los Angeles Dodgers,1.51
2025-06-19 02:11:00+00:00,Los Angeles Dodgers,San Diego Padres,LowVig.ag,h2h,San Diego Padres,2.77
2025-06-19 02:11:00+00:00,Los Angeles Dodgers,San Diego Padres,LowVig.ag,spreads,Los Angeles Dodgers,1.98
2025-06-19 02:11:00+00:00,Los Angeles Dodgers,San Diego Padres,LowVig.ag,spreads,San Diego Padres,1.89
2025-06-19 02:11:00+00:00,Los Angeles Dodgers,San Diego Padres,BetOnline.ag,h2h,Los Angeles Dodgers,1.51
2025-06-19 02:11:00+00:00,Los Angeles Dodgers,San Diego Padres,BetOnline.ag,h2h,San Diego Padres,2.77
2025-06-19 02:11:00+00:00,Los Angeles Dodgers,San Diego Padres,BetOnline.ag,spreads,Los Angeles Dodgers,1.95
2025-06-19 02:11:00+00:00,Los Angeles Dodgers,San Diego Padres,BetOnline.ag,spreads,San Diego Padres,1.87
2025-06-19 02:11:00+00:00,Los Angeles Dodgers,San Diego Padres,DraftKings,h2h,Los Angeles Dodgers,1.46
2025-06-19 02:11:00+00:00,Los Angeles Dodgers,San Diego Padres,DraftKings,h2h,San Diego Padres,2.75
2025-06-19 02:11:00+00:00,Los Angeles Dodgers,San Diego Padres,DraftKings,spreads,Los Angeles Dodgers,2.02
2025-06-19 02:11:00+00:00,Los Angeles Dodgers,San Diego Padres,DraftKings,spreads,San Diego Padres,1.81
2025-06-19 02:11:00+00:00,Los Angeles Dodgers,San Diego Padres,BetMGM,h2h,Los Angeles Dodgers,1.5
2025-06-19 02:11:00+00:00,Los Angeles Dodgers,San Diego Padres,BetMGM,h2h,San Diego Padres,2.65
2025-06-19 02:11:00+00:00,Los Angeles Dodgers,San Diego Padres,BetMGM,spreads,Los Angeles Dodgers,2.0
2025-06-19 02:11:00+00:00,Los Angeles Dodgers,San Diego Padres,BetMGM,spreads,San Diego Padres,1.83
2025-06-19 02:11:00+00:00,Los Angeles Dodgers,San Diego Padres,Bovada,h2h,Los Angeles Dodgers,1.49
2025-06-19 02:11:00+00:00,Los Angeles Dodgers,San Diego Padres,Bovada,h2h,San Diego Padres,2.68
2025-06-19 02:11:00+00:00,Los Angeles Dodgers,San Diego Padres,Bovada,spreads,Los Angeles Dodgers,2.05
2025-06-19 02:11:00+00:00,Los Angeles Dodgers,San Diego Padres,Bovada,spreads,San Diego Padres,1.8
2025-06-19 02:11:00+00:00,Los Angeles Dodgers,San Diego Padres,BetRivers,h2h,Los Angeles Dodgers,1.51
2025-06-19 02:11:00+00:00,Los Angeles Dodgers,San Diego Padres,BetRivers,h2h,San Diego Padres,2.6
2025-06-19 02:11:00+00:00,Los Angeles Dodgers,San Diego Padres,BetRivers,spreads,Los Angeles Dodgers,2.07
2025-06-19 02:11:00+00:00,Los Angeles Dodgers,San Diego Padres,BetRivers,spreads,San Diego Padres,1.75
2025-06-19 02:11:00+00:00,Los Angeles Dodgers,San Diego Padres,BetUS,h2h,Los Angeles Dodgers,1.5
2025-06-19 02:11:00+00:00,Los Angeles Dodgers,San Diego Padres,BetUS,h2h,San Diego Padres,2.74
2025-06-19 02:11:00+00:00,Los Angeles Dodgers,San Diego Padres,BetUS,spreads,Los Angeles Dodgers,1.95
2025-06-19 02:11:00+00:00,Los Angeles Dodgers,San Diego Padres,BetUS,spreads,San Diego Padres,1.87
2025-06-19 16:41:00+00:00,Cincinnati Reds,Minnesota Twins,FanDuel,h2h,Cincinnati Reds,1.93
2025-06-19 16:41:00+00:00,Cincinnati Reds,Minnesota Twins,FanDuel,h2h,Minnesota Twins,1.93
2025-06-19 16:41:00+00:00,Cincinnati Reds,Minnesota Twins,FanDuel,spreads,Cincinnati Reds,1.59
2025-06-19 16:41:00+00:00,Cincinnati Reds,Minnesota Twins,FanDuel,spreads,Minnesota Twins,2.4
2025-06-19 16:41:00+00:00,Cincinnati Reds,Minnesota Twins,LowVig.ag,h2h,Cincinnati Reds,1.92
2025-06-19 16:41:00+00:00,Cincinnati Reds,Minnesota Twins,LowVig.ag,h2h,Minnesota Twins,1.99
2025-06-19 16:41:00+00:00,Cincinnati Reds,Minnesota Twins,BetOnline.ag,h2h,Cincinnati Reds,1.92
2025-06-19 16:41:00+00:00,Cincinnati Reds,Minnesota Twins,BetOnline.ag,h2h,Minnesota Twins,1.99
2025-06-19 16:41:00+00:00,Cincinnati Reds,Minnesota Twins,DraftKings,h2h,Cincinnati Reds,1.89
2025-06-19 16:41:00+00:00,Cincinnati Reds,Minnesota Twins,DraftKings,h2h,Minnesota Twins,1.93
2025-06-19 17:06:00+00:00,Washington Nationals,Colorado Rockies,FanDuel,h2h,Colorado Rockies,2.34
2025-06-19 17:06:00+00:00,Washington Nationals,Colorado Rockies,FanDuel,h2h,Washington Nationals,1.63
2025-06-19 17:06:00+00:00,Washington Nationals,Colorado Rockies,FanDuel,spreads,Colorado Rockies,1.69
2025-06-19 17:06:00+00:00,Washington Nationals,Colorado Rockies,FanDuel,spreads,Washington Nationals,2.2
2025-06-19 17:06:00+00:00,Washington Nationals,Colorado Rockies,LowVig.ag,h2h,Colorado Rockies,2.27
2025-06-19 17:06:00+00:00,Washington Nationals,Colorado Rockies,LowVig.ag,h2h,Washington Nationals,1.71
2025-06-19 17:06:00+00:00,Washington Nationals,Colorado Rockies,BetOnline.ag,h2h,Colorado Rockies,2.27
2025-06-19 17:06:00+00:00,Washington Nationals,Colorado Rockies,BetOnline.ag,h2h,Washington Nationals,1.71
2025-06-19 17:06:00+00:00,Washington Nationals,Colorado Rockies,DraftKings,h2h,Colorado Rockies,2.23
2025-06-19 17:06:00+00:00,Washington Nationals,Colorado Rockies,DraftKings,h2h,Washington Nationals,1.67
2025-06-19 17:06:00+00:00,New York Yankees,Los Angeles Angels,FanDuel,h2h,Los Angeles Angels,3.05
2025-06-19 17:06:00+00:00,New York Yankees,Los Angeles Angels,FanDuel,h2h,New York Yankees,1.4
2025-06-19 17:06:00+00:00,New York Yankees,Los Angeles Angels,FanDuel,spreads,Los Angeles Angels,2.04
2025-06-19 17:06:00+00:00,New York Yankees,Los Angeles Angels,FanDuel,spreads,New York Yankees,1.8
2025-06-19 17:06:00+00:00,New York Yankees,Los Angeles Angels,LowVig.ag,h2h,Los Angeles Angels,3.16
2025-06-19 17:06:00+00:00,New York Yankees,Los Angeles Angels,LowVig.ag,h2h,New York Yankees,1.41
2025-06-19 17:06:00+00:00,New York Yankees,Los Angeles Angels,BetOnline.ag,h2h,Los Angeles Angels,3.16
2025-06-19 17:06:00+00:00,New York Yankees,Los Angeles Angels,BetOnline.ag,h2h,New York Yankees,1.41
2025-06-19 17:06:00+00:00,New York Yankees,Los Angeles Angels,DraftKings,h2h,Los Angeles Angels,3.08
2025-06-19 17:06:00+00:00,New York Yankees,Los Angeles Angels,DraftKings,h2h,New York Yankees,1.38
2025-06-19 17:11:00+00:00,Detroit Tigers,Pittsburgh Pirates,FanDuel,h2h,Detroit Tigers,1.32
2025-06-19 17:11:00+00:00,Detroit Tigers,Pittsburgh Pirates,FanDuel,h2h,Pittsburgh Pirates,3.5
2025-06-19 17:11:00+00:00,Detroit Tigers,Pittsburgh Pirates,FanDuel,spreads,Detroit Tigers,1.76
2025-06-19 17:11:00+00:00,Detroit Tigers,Pittsburgh Pirates,FanDuel,spreads,Pittsburgh Pirates,2.1
2025-06-19 19:08:00+00:00,Toronto Blue Jays,Arizona Diamondbacks,FanDuel,h2h,Arizona Diamondbacks,2.2
2025-06-19 19:08:00+00:00,Toronto Blue Jays,Arizona Diamondbacks,FanDuel,h2h,Toronto Blue Jays,1.7
2025-06-19 19:08:00+00:00,Toronto Blue Jays,Arizona Diamondbacks,FanDuel,spreads,Arizona Diamondbacks,1.59
2025-06-19 19:08:00+00:00,Toronto Blue Jays,Arizona Diamondbacks,FanDuel,spreads,Toronto Blue Jays,2.4
2025-06-19 19:08:00+00:00,Toronto Blue Jays,Arizona Diamondbacks,LowVig.ag,h2h,Arizona Diamondbacks,2.2
2025-06-19 19:08:00+00:00,Toronto Blue Jays,Arizona Diamondbacks,LowVig.ag,h2h,Toronto Blue Jays,1.76
2025-06-19 19:08:00+00:00,Toronto Blue Jays,Arizona Diamondbacks,BetOnline.ag,h2h,Arizona Diamondbacks,2.2
2025-06-19 19:08:00+00:00,Toronto Blue Jays,Arizona Diamondbacks,BetOnline.ag,h2h,Toronto Blue Jays,1.76
2025-06-19 19:08:00+00:00,Toronto Blue Jays,Arizona Diamondbacks,DraftKings,h2h,Arizona Diamondbacks,2.18
2025-06-19 19:08:00+00:00,Toronto Blue Jays,Arizona Diamondbacks,DraftKings,h2h,Toronto Blue Jays,1.69
2025-06-19 20:06:00+00:00,San Francisco Giants,Cleveland Guardians,FanDuel,h2h,Cleveland Guardians,2.36
2025-06-19 20:06:00+00:00,San Francisco Giants,Cleveland Guardians,FanDuel,h2h,San Francisco Giants,1.62
2025-06-19 20:06:00+00:00,San Francisco Giants,Cleveland Guardians,FanDuel,spreads,Cleveland Guardians,1.61
2025-06-19 20:06:00+00:00,San Francisco Giants,Cleveland Guardians,FanDuel,spreads,San Francisco Giants,2.36
2025-06-19 20:06:00+00:00,San Francisco Giants,Cleveland Guardians,BetOnline.ag,h2h,Cleveland Guardians,2.45
2025-06-19 20:06:00+00:00,San Francisco Giants,Cleveland Guardians,BetOnline.ag,h2h,San Francisco Giants,1.62
2025-06-19 20:06:00+00:00,San Francisco Giants,Cleveland Guardians,LowVig.ag,h2h,Cleveland Guardians,2.45
2025-06-19 20:06:00+00:00,San Francisco Giants,Cleveland Guardians,LowVig.ag,h2h,San Francisco Giants,1.62
2025-06-19 20:06:00+00:00,San Francisco Giants,Cleveland Guardians,DraftKings,h2h,Cleveland Guardians,2.44
2025-06-19 20:06:00+00:00,San Francisco Giants,Cleveland Guardians,DraftKings,h2h,San Francisco Giants,1.57
2025-06-19 21:41:00+00:00,Detroit Tigers,Pittsburgh Pirates,FanDuel,h2h,Detroit Tigers,2.2
2025-06-19 21:41:00+00:00,Detroit Tigers,Pittsburgh Pirates,FanDuel,h2h,Pittsburgh Pirates,1.7
2025-06-19 21:41:00+00:00,Detroit Tigers,Pittsburgh Pirates,FanDuel,spreads,Detroit Tigers,1.7
2025-06-19 21:41:00+00:00,Detroit Tigers,Pittsburgh Pirates,FanDuel,spreads,Pittsburgh Pirates,2.18
2025-06-19 22:41:00+00:00,Miami Marlins,Philadelphia Phillies,FanDuel,h2h,Miami Marlins,2.4
2025-06-19 22:41:00+00:00,Miami Marlins,Philadelphia Phillies,FanDuel,h2h,Philadelphia Phillies,1.6
2025-06-19 22:41:00+00:00,Miami Marlins,Philadelphia Phillies,FanDuel,spreads,Miami Marlins,1.8
2025-06-19 22:41:00+00:00,Miami Marlins,Philadelphia Phillies,FanDuel,spreads,Philadelphia Phillies,2.04
2025-06-19 22:41:00+00:00,Miami Marlins,Philadelphia Phillies,LowVig.ag,h2h,Miami Marlins,2.54
2025-06-19 22:41:00+00:00,Miami Marlins,Philadelphia Phillies,LowVig.ag,h2h,Philadelphia Phillies,1.59
2025-06-19 22:41:00+00:00,Miami Marlins,Philadelphia Phillies,BetOnline.ag,h2h,Miami Marlins,2.54
2025-06-19 22:41:00+00:00,Miami Marlins,Philadelphia Phillies,BetOnline.ag,h2h,Philadelphia Phillies,1.59
2025-06-19 22:41:00+00:00,Miami Marlins,Philadelphia Phillies,DraftKings,h2h,Miami Marlins,2.49
2025-06-19 22:41:00+00:00,Miami Marlins,Philadelphia Phillies,DraftKings,h2h,Philadelphia Phillies,1.55
2025-06-19 23:16:00+00:00,Atlanta Braves,New York Mets,FanDuel,h2h,Atlanta Braves,1.77
2025-06-19 23:16:00+00:00,Atlanta Braves,New York Mets,FanDuel,h2h,New York Mets,2.1
2025-06-19 23:16:00+00:00,Atlanta Braves,New York Mets,FanDuel,spreads,Atlanta Braves,2.46
2025-06-19 23:16:00+00:00,Atlanta Braves,New York Mets,FanDuel,spreads,New York Mets,1.56
2025-06-19 23:16:00+00:00,Atlanta Braves,New York Mets,LowVig.ag,h2h,Atlanta Braves,1.83
2025-06-19 23:16:00+00:00,Atlanta Braves,New York Mets,LowVig.ag,h2h,New York Mets,2.1
2025-06-19 23:16:00+00:00,Atlanta Braves,New York Mets,BetOnline.ag,h2h,Atlanta Braves,1.83
2025-06-19 23:16:00+00:00,Atlanta Braves,New York Mets,BetOnline.ag,h2h,New York Mets,2.1
2025-06-19 23:16:00+00:00,Atlanta Braves,New York Mets,DraftKings,h2h,Atlanta Braves,1.73
2025-06-19 23:16:00+00:00,Atlanta Braves,New York Mets,DraftKings,h2h,New York Mets,2.12
2025-06-19 23:36:00+00:00,Tampa Bay Rays,Baltimore Orioles,FanDuel,h2h,Baltimore Orioles,2.34
2025-06-19 23:36:00+00:00,Tampa Bay Rays,Baltimore Orioles,FanDuel,h2h,Tampa Bay Rays,1.63
2025-06-19 23:36:00+00:00,Tampa Bay Rays,Baltimore Orioles,FanDuel,spreads,Baltimore Orioles,1.66
2025-06-19 23:36:00+00:00,Tampa Bay Rays,Baltimore Orioles,FanDuel,spreads,Tampa Bay Rays,2.26
2025-06-19 23:36:00+00:00,Tampa Bay Rays,Baltimore Orioles,BetOnline.ag,h2h,Baltimore Orioles,2.35
2025-06-19 23:36:00+00:00,Tampa Bay Rays,Baltimore Orioles,BetOnline.ag,h2h,Tampa Bay Rays,1.67
2025-06-19 23:36:00+00:00,Tampa Bay Rays,Baltimore Orioles,LowVig.ag,h2h,Baltimore Orioles,2.35
2025-06-19 23:36:00+00:00,Tampa Bay Rays,Baltimore Orioles,LowVig.ag,h2h,Tampa Bay Rays,1.67
2025-06-19 23:36:00+00:00,Tampa Bay Rays,Baltimore Orioles,DraftKings,h2h,Baltimore Orioles,2.28
2025-06-19 23:36:00+00:00,Tampa Bay Rays,Baltimore Orioles,DraftKings,h2h,Tampa Bay Rays,1.64
2025-06-20 02:06:00+00:00,Oakland Athletics,Houston Astros,FanDuel,h2h,Houston Astros,1.72
2025-06-20 02:06:00+00:00,Oakland Athletics,Houston Astros,FanDuel,h2h,Oakland Athletics,2.18
2025-06-20 02:06:00+00:00,Oakland Athletics,Houston Astros,FanDuel,spreads,Houston Astros,2.1
2025-06-20 02:06:00+00:00,Oakland Athletics,Houston Astros,FanDuel,spreads,Oakland Athletics,1.76
2025-06-20 02:06:00+00:00,Oakland Athletics,Houston Astros,LowVig.ag,h2h,Houston Astros,1.77
2025-06-20 02:06:00+00:00,Oakland Athletics,Houston Astros,LowVig.ag,h2h,Oakland Athletics,2.18
2025-06-20 02:06:00+00:00,Oakland Athletics,Houston Astros,BetOnline.ag,h2h,Houston Astros,1.77
2025-06-20 02:06:00+00:00,Oakland Athletics,Houston Astros,BetOnline.ag,h2h,Oakland Athletics,2.18
2025-06-20 02:06:00+00:00,Oakland Athletics,Houston Astros,DraftKings,h2h,Houston Astros,1.76
2025-06-20 02:06:00+00:00,Oakland Athletics,Houston Astros,DraftKings,h2h,Oakland Athletics,2.08
2025-06-20 02:11:00+00:00,Los Angeles Dodgers,San Diego Padres,FanDuel,h2h,Los Angeles Dodgers,1.4
2025-06-20 02:11:00+00:00,Los Angeles Dodgers,San Diego Padres,FanDuel,h2h,San Diego Padres,3.05
2025-06-20 02:11:00+00:00,Los Angeles Dodgers,San Diego Padres,FanDuel,spreads,Los Angeles Dodgers,1.83
2025-06-20 02:11:00+00:00,Los Angeles Dodgers,San Diego Padres,FanDuel,spreads,San Diego Padres,2.0
2025-06-20 02:11:00+00:00,Los Angeles Dodgers,San Diego Padres,LowVig.ag,h2h,Los Angeles Dodgers,1.43
2025-06-20 02:11:00+00:00,Los Angeles Dodgers,San Diego Padres,LowVig.ag,h2h,San Diego Padres,3.06
2025-06-20 02:11:00+00:00,Los Angeles Dodgers,San Diego Padres,BetOnline.ag,h2h,Los Angeles Dodgers,1.43
2025-06-20 02:11:00+00:00,Los Angeles Dodgers,San Diego Padres,BetOnline.ag,h2h,San Diego Padres,3.06
2025-06-20 02:11:00+00:00,Los Angeles Dodgers,San Diego Padres,DraftKings,h2h,Los Angeles Dodgers,1.4
2025-06-20 02:11:00+00:00,Los Angeles Dodgers,San Diego Padres,DraftKings,h2h,San Diego Padres,2.98
